order_id,customer_id,product_id,payment_id,date_id,quantity,revenue
1272,954,83,3,225,3,160.00
2161,310,84,2,5,4,4400.00
1699,476,85,4,353,4,450.00
2702,341,86,1,361,4,3720.00
2409,845,87,5,194,1,480.00
2021,986,88,5,213,1,2400.00
1293,555,89,3,272,2,570.00
2641,979,90,2,118,4,400.00
186,326,91,3,88,4,960.00
1707,934,92,5,6,1,10400.00
2476,499,93,1,220,4,2760.00
2671,605,94,2,348,3,1080.00
360,668,95,5,324,3,1600.00
2181,96,96,2,75,1,2800.00
2061,398,97,5,161,2,3240.00
1743,606,98,2,226,1,1040.00
2133,722,99,3,74,3,960.00
2997,928,100,4,157,1,2000.00
1023,310,101,3,256,4,2790.00
2335,365,102,3,128,2,1360.00
2671,417,103,3,295,4,480.00
1599,902,104,5,310,3,2800.00
1055,843,105,1,94,4,2100.00
2806,862,106,3,337,1,3360.00
1712,513,107,5,261,1,960.00
2093,637,108,1,194,2,1800.00
1728,836,109,3,273,2,3510.00
287,543,110,3,184,1,3000.00
1735,926,111,5,255,4,1280.00
543,153,112,2,233,3,3300.00
345,351,113,3,358,3,2580.00
513,537,114,1,92,3,4640.00
1386,505,115,1,60,2,1200.00
1885,421,116,2,301,2,5200.00
2830,108,117,4,78,4,1410.00
1440,222,118,4,248,2,5280.00
956,906,119,3,57,1,1920.00
2192,329,120,3,102,1,3000.00
1406,410,121,4,359,4,1320.00
2513,322,122,1,189,2,1120.00
1855,401,123,1,198,2,480.00
2109,415,124,5,209,4,1700.00
1983,972,125,5,166,3,1800.00
1353,618,126,4,302,4,440.00
2706,108,127,5,307,3,960.00
2167,726,128,3,47,2,7600.00
2242,24,129,5,114,4,1710.00
2324,735,130,2,201,3,2400.00
220,869,131,1,5,3,640.00
2777,438,132,3,273,2,2100.00
2012,662,133,2,180,3,1380.00
582,826,134,3,91,3,1520.00
1975,402,135,1,348,3,800.00
1268,656,136,1,30,2,6900.00
2874,947,137,5,171,3,1620.00
1251,93,138,2,285,2,3680.00
342,626,139,4,24,4,1440.00
2922,174,140,5,78,1,5000.00
2375,474,141,5,203,4,1860.00
2816,919,142,4,45,2,1080.00
1426,174,143,3,253,1,480.00
1339,534,144,2,14,1,10800.00
2650,723,145,5,241,2,4200.00
2409,24,146,4,170,1,3720.00
1272,307,147,2,139,1,480.00
2617,28,148,3,195,1,11600.00
498,153,149,2,313,2,4680.00
2948,238,150,2,176,3,200.00
134,146,1,3,195,4,1320.00
1474,966,2,2,322,2,280.00
452,661,3,5,97,4,160.00
553,607,4,3,210,2,1400.00
2561,983,5,2,294,4,900.00
724,919,6,5,219,2,440.00
910,257,7,2,39,2,720.00
655,41,8,3,226,2,1800.00
1792,820,9,2,28,2,570.00
2385,887,10,1,212,4,600.00
2921,719,11,4,74,4,640.00
2361,879,12,1,193,3,1100.00
2937,534,13,4,18,1,690.00
1179,638,14,1,47,3,2280.00
1945,142,15,4,143,3,400.00
2256,313,16,2,218,1,3900.00
1237,502,17,2,315,2,3240.00
2397,439,18,4,240,4,2760.00
2998,372,19,5,69,2,480.00
91,491,20,2,124,3,1500.00
649,64,21,4,60,4,2790.00
794,714,22,4,269,2,3240.00
1910,574,23,5,26,2,160.00
1184,482,24,2,246,3,3400.00
156,991,25,4,8,3,2100.00
506,477,26,5,352,1,4960.00
1377,301,27,1,263,1,960.00
570,27,28,3,272,1,7600.00
1144,233,29,1,147,4,3510.00
2672,807,30,2,144,4,200.00
957,32,31,2,336,4,320.00
2899,271,32,3,165,4,2100.00
2994,574,33,5,238,3,1290.00
156,699,34,2,219,4,360.00
1288,939,35,3,75,4,800.00
1982,58,36,2,132,4,4600.00
3000,12,37,1,93,1,4230.00
715,82,38,4,84,1,1560.00
2321,107,39,2,272,1,480.00
2062,873,40,2,321,2,10000.00
1837,612,41,2,102,3,1320.00
2266,420,42,5,328,4,1360.00
1064,976,43,5,56,2,160.00
1447,170,44,3,181,2,10800.00
1792,335,45,5,148,2,1350.00
909,446,46,2,99,2,840.00
1571,201,47,3,202,2,720.00
413,552,48,2,25,2,5800.00
1847,167,49,5,161,1,2280.00
1492,973,50,2,341,3,4000.00
536,990,51,3,37,2,320.00
759,242,52,3,187,1,1800.00
139,619,53,5,331,3,2070.00
442,844,54,4,125,2,4640.00
1224,296,55,2,140,1,1200.00
1442,653,56,5,55,2,3200.00
2810,816,57,2,326,3,2430.00
2887,62,58,3,337,2,5280.00
2515,260,59,4,50,2,960.00
954,795,60,1,264,3,3000.00
464,100,61,1,317,1,2790.00
820,570,62,1,156,1,1120.00
2250,805,63,4,169,4,480.00
2238,109,64,2,69,1,3600.00
2778,813,65,2,358,1,2100.00
1079,896,66,2,113,2,1760.00
2796,283,67,4,88,2,240.00
150,193,68,5,180,1,4200.00
2696,732,69,5,228,1,2340.00
1929,420,70,1,214,2,1200.00
1628,624,71,3,211,2,640.00
1678,706,72,5,51,1,3200.00
2950,76,73,3,335,2,5160.00
2628,111,74,5,110,3,2280.00
906,437,75,2,27,3,800.00
2040,29,76,1,155,4,7200.00
1749,496,77,4,62,3,4230.00
2155,395,78,5,331,1,2760.00
188,341,79,3,204,1,1440.00
2501,644,80,4,242,1,8000.00
1172,648,81,1,145,4,990.00
461,677,82,5,215,1,1080.00
2305,688,83,1,222,3,320.00
2756,493,84,4,19,1,6600.00
501,296,85,5,2,1,900.00
2227,519,86,2,105,2,4960.00
2547,952,87,2,72,2,240.00
1948,837,88,2,244,3,2400.00
2588,861,89,4,361,4,570.00
2429,920,90,1,28,4,200.00
267,20,91,5,38,1,1280.00
2287,531,92,2,85,1,7800.00
2629,547,93,1,320,1,2070.00
1282,951,94,3,186,1,360.00
75,895,95,2,113,2,1600.00
2704,151,96,1,291,4,11200.00
1228,698,97,2,79,2,3240.00
697,693,98,4,274,2,2080.00
1800,36,99,2,284,4,960.00
17,661,100,2,165,2,1500.00
2816,818,101,2,329,3,3720.00
2215,400,102,4,261,1,2720.00
623,110,103,5,113,4,640.00
223,760,104,3,220,2,2100.00
308,751,105,3,354,3,3150.00
1888,257,106,2,78,4,2520.00
235,166,107,3,176,3,720.00
944,678,108,3,70,3,2700.00
2095,964,109,4,268,2,1170.00
2210,964,110,4,53,4,1000.00
2008,123,111,4,236,2,320.00
1793,470,112,3,132,1,3300.00
2297,908,113,2,177,3,1290.00
375,491,114,1,332,2,4640.00
599,522,115,1,173,2,800.00
1262,237,116,5,326,3,5200.00
2804,260,117,3,252,4,5640.00
2988,635,118,1,9,3,3960.00
2723,392,119,2,362,2,960.00
2407,66,120,5,152,2,3000.00
1615,814,121,3,306,4,990.00
1288,418,122,4,271,2,560.00
2347,876,123,1,193,3,160.00
261,1,124,4,260,2,3400.00
1338,782,125,3,183,4,900.00
5,575,126,5,225,2,1320.00
445,204,127,3,94,3,240.00
1734,725,128,5,103,3,7600.00
2836,236,129,2,5,1,570.00
1261,800,130,4,109,2,1200.00
1015,416,131,1,23,1,640.00
2588,966,132,2,111,4,2100.00
2521,76,133,5,22,3,1380.00
223,21,134,5,123,1,760.00
2341,368,135,3,141,2,400.00
2222,680,136,1,309,3,9200.00
2062,566,137,4,47,2,1620.00
2161,544,138,3,58,1,920.00
437,435,139,4,140,3,960.00
1802,989,140,1,269,2,2500.00
1762,725,141,5,48,1,3720.00
1697,964,142,1,265,2,1080.00
2043,142,143,4,332,3,160.00
1133,878,144,2,232,2,2700.00
1662,295,145,5,62,2,3150.00
1800,292,146,4,154,1,2480.00
1346,148,147,2,190,2,720.00
962,67,148,2,238,1,11600.00
1453,63,149,5,46,1,4680.00
2731,141,150,5,160,2,200.00
1399,158,1,2,171,1,660.00
2302,467,2,1,277,3,280.00
2404,486,3,1,246,2,320.00
374,441,4,5,298,3,2100.00
2567,695,5,5,161,2,450.00
283,140,6,3,241,1,880.00
660,276,7,4,283,3,240.00
153,541,8,3,50,1,2700.00
1315,90,9,1,144,3,1710.00
1974,267,10,2,364,4,1800.00
2582,768,11,2,355,1,960.00
1204,405,12,5,325,4,1100.00
603,323,13,1,31,2,2070.00
683,109,14,5,352,1,1520.00
2747,590,15,1,84,3,400.00
1601,570,16,2,192,4,5200.00
1718,329,17,5,236,2,1620.00
268,595,18,4,269,3,2760.00
1054,934,19,4,96,2,1440.00
1542,806,20,3,6,3,1500.00
951,486,21,3,342,1,1860.00
780,111,22,4,197,2,1080.00
2943,258,23,2,350,3,640.00
235,800,24,4,155,4,6800.00
2389,418,25,4,88,1,4200.00
1920,834,26,2,267,4,2480.00
582,804,27,3,281,3,480.00
926,388,28,1,332,2,7600.00
1078,482,29,2,76,1,3510.00
2733,724,30,5,91,3,200.00
976,963,31,5,111,4,320.00
1161,709,32,2,290,4,6300.00
2798,646,33,3,79,4,2580.00
113,352,34,4,65,4,360.00
669,472,35,4,11,1,800.00
885,556,36,5,291,2,2300.00
1870,808,37,1,148,3,2820.00
1797,680,38,4,353,1,520.00
478,48,39,4,236,4,1920.00
858,943,40,5,162,3,10000.00
2158,789,41,4,208,2,990.00
392,501,42,1,23,4,2040.00
1493,436,43,4,41,3,160.00
1466,836,44,4,21,1,8100.00
959,947,45,4,14,4,450.00
752,766,46,1,27,1,2520.00
387,102,47,1,113,1,960.00
589,151,48,1,134,2,8700.00
2736,808,49,2,29,2,570.00
2043,708,50,3,129,2,2000.00
2081,565,51,4,6,4,320.00
1609,24,52,3,173,4,2400.00
872,175,53,1,179,2,2070.00
900,332,54,4,287,3,4640.00
2374,89,55,1,27,1,1200.00
1533,752,56,2,321,3,3200.00
1204,292,57,2,145,1,3240.00
2775,870,58,3,96,3,1320.00
17,566,59,5,131,2,1440.00
1614,520,60,5,131,4,1000.00
11,715,61,3,240,3,930.00
1171,835,62,1,183,2,1120.00
1373,317,63,2,37,4,160.00
1670,691,64,4,308,4,4800.00
1201,604,65,5,99,4,3150.00
2454,973,66,3,47,2,1320.00
185,337,67,3,180,4,480.00
2186,678,68,2,357,2,2800.00
1263,756,69,3,114,1,1170.00
1588,313,70,5,344,4,600.00
2782,487,71,4,292,1,1280.00
2869,329,72,4,327,1,1600.00
2166,521,73,3,224,4,5160.00
1748,990,74,2,12,3,2280.00
2564,151,75,1,180,4,1600.00
788,348,76,5,262,3,3600.00
650,648,77,3,362,1,5640.00
838,492,78,4,231,2,2760.00
2865,77,79,3,131,1,480.00
2294,546,80,3,195,2,2000.00
2939,259,81,2,361,4,660.00
1620,393,82,2,195,3,3240.00
232,588,83,4,280,3,320.00
828,524,84,4,136,2,4400.00
779,256,85,3,270,1,1350.00
121,40,86,1,100,1,4960.00
2374,444,87,5,330,4,240.00
2417,599,88,3,28,3,2400.00
994,474,89,2,161,1,570.00
670,834,90,3,360,2,200.00
2130,949,91,4,79,1,960.00
2855,165,92,5,124,4,10400.00
1268,227,93,5,236,3,690.00
798,629,94,2,306,1,360.00
2342,162,95,3,312,4,1200.00
387,419,96,4,105,2,8400.00
1090,854,97,1,124,1,2430.00
567,765,98,2,363,1,520.00
1310,165,99,3,28,4,1920.00
454,971,100,2,32,1,2000.00
2478,415,101,3,268,4,930.00
1314,535,102,2,73,4,2720.00
2905,30,103,2,45,4,160.00
1693,696,104,4,309,4,2800.00
1375,849,105,5,293,2,3150.00
1928,520,106,4,293,4,2520.00
2171,6,107,5,98,4,240.00
2411,961,108,2,32,2,900.00
780,288,109,4,157,1,3510.00
797,666,110,3,241,3,3000.00
1639,142,111,1,333,2,320.00
397,544,112,2,359,4,4400.00
2818,443,113,2,237,1,2580.00
1300,212,114,4,59,3,1160.00
653,606,115,2,20,1,1200.00
902,870,116,3,231,4,1300.00
1043,273,117,2,284,4,2820.00
2088,599,118,5,264,4,2640.00
2848,759,119,5,166,2,1920.00
1777,638,120,3,55,3,1500.00
2572,65,121,4,209,3,660.00
1962,395,122,1,314,2,1120.00
467,389,123,3,76,3,320.00
966,319,124,4,63,4,3400.00
2830,591,125,1,312,4,1800.00
2534,509,126,1,187,3,440.00
155,868,127,1,117,1,480.00
641,258,128,4,166,2,3800.00
1355,395,129,4,329,3,1710.00
2558,577,130,2,327,2,2400.00
1390,950,131,2,342,3,320.00
1093,106,132,3,313,4,4200.00
1834,135,133,5,289,2,2760.00
1989,940,134,4,262,2,760.00
1486,940,135,2,89,3,400.00
182,828,136,5,105,3,2300.00
1111,792,137,5,314,4,810.00
2445,418,138,4,352,4,2760.00
2998,407,139,1,348,3,960.00
264,213,140,4,128,2,10000.00
2033,132,141,4,268,4,2790.00
899,304,142,4,68,1,4320.00
2264,395,143,4,132,3,320.00
1059,946,144,4,190,3,5400.00
190,226,145,5,5,2,1050.00
969,969,146,5,174,3,2480.00
934,624,147,1,20,3,480.00
2739,331,148,5,208,1,11600.00
2527,712,149,1,9,1,1170.00
208,271,150,1,337,1,200.00
2968,639,1,2,79,2,660.00
1316,222,2,4,107,1,840.00
1727,171,3,1,46,1,640.00
1389,800,4,4,239,2,700.00
2234,96,5,2,344,4,1800.00
271,463,6,1,301,4,880.00
1375,832,7,4,153,3,480.00
362,189,8,3,122,4,2700.00
913,679,9,3,132,2,1710.00
1840,843,10,2,120,3,1800.00
1744,19,11,2,249,2,1280.00
2332,566,12,3,290,2,4400.00
1128,15,13,5,250,3,2760.00
1492,945,14,2,117,4,2280.00
617,267,15,4,287,4,1200.00
849,848,16,2,151,4,1300.00
1166,308,17,2,345,3,810.00
2996,517,18,3,143,1,3680.00
1030,366,19,4,327,1,1440.00
1052,597,20,5,314,3,6000.00
637,226,21,3,289,2,3720.00
1358,349,22,2,320,1,3240.00
2537,714,23,1,2,4,480.00
1443,436,24,4,137,3,1700.00
2835,167,25,5,179,2,4200.00
2072,16,26,1,364,4,4960.00
78,799,27,5,69,1,480.00
788,223,28,2,348,4,1900.00
2906,653,29,2,300,1,3510.00
1155,838,30,1,242,1,200.00
1547,506,31,5,144,1,1280.00
1497,763,32,2,109,3,8400.00
723,904,33,4,96,4,5160.00
1408,796,34,3,168,3,1080.00
400,921,35,2,89,3,800.00
2109,603,36,5,258,4,2300.00
1628,704,37,5,123,1,1410.00
810,162,38,5,185,3,520.00
753,735,39,5,144,1,1920.00
2258,130,40,2,204,3,5000.00
1017,370,41,5,15,3,660.00
160,954,42,4,63,1,2040.00
933,496,43,3,88,3,160.00
2362,650,44,5,179,4,5400.00
2938,491,45,3,35,4,900.00
98,72,46,2,33,3,840.00
823,211,47,2,193,4,240.00
2038,106,48,3,50,1,8700.00
1526,667,49,5,9,3,1140.00
585,585,50,2,342,3,3000.00
1991,716,51,3,288,1,960.00
370,20,52,4,211,3,2400.00
2194,360,53,4,346,4,2760.00
119,917,54,3,211,2,3480.00
22,962,55,4,14,4,400.00
2112,405,56,5,122,4,2400.00
1954,177,57,5,40,4,1620.00
2959,581,58,5,361,1,3960.00
1214,398,59,4,249,1,960.00
1779,861,60,3,15,3,1000.00
693,83,61,4,133,3,930.00
2252,343,62,3,98,4,1120.00
2989,67,63,2,189,3,160.00
1408,664,64,5,207,1,4800.00
1778,638,65,3,49,2,4200.00
1655,447,66,3,202,1,880.00
1043,276,67,2,315,2,960.00
1469,831,68,4,337,3,1400.00
1401,249,69,5,171,4,3510.00
2362,8,70,4,129,3,1800.00
2696,631,71,3,143,3,960.00
2805,468,72,3,97,3,6400.00
2726,99,73,4,199,2,2580.00
2805,371,74,1,48,2,760.00
188,976,75,4,189,3,400.00
2153,418,76,5,153,2,1800.00
2961,432,77,1,254,4,2820.00
2593,426,78,3,144,2,2760.00
358,669,79,5,335,3,960.00
462,539,80,2,195,4,4000.00
1582,758,81,2,281,1,1320.00
749,907,82,4,75,3,3240.00
2025,163,83,4,168,4,160.00
1193,292,84,2,164,2,8800.00
213,712,85,2,215,4,1800.00
540,555,86,2,180,4,2480.00
1429,316,87,1,295,3,480.00
1852,676,88,3,222,2,4800.00
2899,427,89,2,324,3,570.00
2445,67,90,5,90,3,200.00
2134,314,91,3,86,4,960.00
1788,58,92,3,122,1,10400.00
1535,164,93,2,342,4,1380.00
89,253,94,1,38,1,1080.00
1414,271,95,5,326,3,800.00
1560,152,96,1,197,1,11200.00
288,843,97,5,36,3,1620.00
876,594,98,1,251,1,1560.00
2931,831,99,2,229,2,960.00
1937,20,100,1,276,2,500.00
2948,407,101,1,74,4,930.00
1587,175,102,2,327,3,1360.00
932,242,103,2,244,2,320.00
2685,48,104,3,225,2,1400.00
13,265,105,2,273,4,4200.00
1801,586,106,1,317,4,840.00
324,948,107,3,87,4,960.00
89,247,108,1,358,2,1800.00
1709,667,109,4,44,3,2340.00
415,906,110,1,309,4,4000.00
2594,606,111,3,127,2,320.00
1207,584,112,4,292,4,4400.00
2984,224,113,1,1,3,1290.00
970,529,114,4,289,4,2320.00
1448,660,115,5,100,4,400.00
2410,270,116,5,324,3,2600.00
473,594,117,3,251,4,4230.00
1910,89,118,3,143,2,3960.00
208,457,119,1,364,4,1920.00
2356,488,120,1,344,2,4500.00
404,154,121,2,127,3,330.00
234,775,122,4,318,2,840.00
1157,327,123,3,143,3,320.00
2343,484,124,1,341,2,3400.00
1537,476,125,5,288,2,1350.00
469,754,126,2,86,2,1320.00
1556,588,127,2,56,3,720.00
763,410,128,2,69,1,7600.00
504,177,129,2,135,3,1140.00
2617,180,130,2,314,2,1800.00
609,867,131,4,7,4,960.00
173,589,132,4,34,1,4200.00
2237,425,133,5,61,1,1380.00
295,540,134,3,144,4,2280.00
2162,813,135,5,22,3,1600.00
1037,237,136,1,5,3,2300.00
2136,194,137,5,213,2,1620.00
1281,128,138,2,149,4,2760.00
176,526,139,3,251,1,960.00
1176,985,140,4,288,3,2500.00
1523,178,141,2,111,2,930.00
1596,198,142,2,134,3,1080.00
2387,534,143,2,297,1,480.00
1262,275,144,1,268,2,5400.00
1115,431,145,1,329,2,1050.00
2672,833,146,3,352,2,4960.00
163,824,147,5,113,3,480.00
264,186,148,4,275,4,8700.00
2302,982,149,4,31,3,4680.00
113,878,150,2,268,4,200.00
1756,856,1,3,16,3,330.00
1582,363,2,2,21,3,1120.00
821,931,3,5,132,2,320.00
1122,492,4,2,77,1,2100.00
1839,436,5,2,139,4,900.00
2714,576,6,1,35,4,1320.00
323,713,7,2,26,3,960.00
2169,854,8,1,341,2,900.00
278,346,9,3,76,3,2280.00
